TF, Gene	Bulk	MicroArray
("Batf", "Klf2")	true	true
("Batf", "Klf3")	false	false
("Irf4", "Klf4")	false	true
("Rorc", "Lactb")	false	false
("Batf", "Lbh")	false	false
("Fosl2", "Lbh")	true	false
("Hif1a", "Lbh")	false	false
("Batf", "Lgals1")	true	true
("Irf4", "Lgals1")	false	false
("Stat3", "Lgals1")	false	false
("Fosl2", "Lgals1")	false	false
("Irf4", "Lgals7")	false	false
("Fosl2", "Lgals7")	false	false
("Batf", "Lif")	false	false
("Irf4", "Lif")	true	true
("Stat3", "Lif")	true	true
("Rorc", "Lif")	true	true
("Hif1a", "Lif")	true	true
("Etv6", "Lif")	false	false
("Batf", "Lime1")	false	false
("Batf", "Lmna")	false	false
("Irf4", "Lmna")	true	true
("Stat3", "Lmna")	false	false
("Fosl2", "Lmna")	true	true
("Etv6", "Lmna")	false	false
("Fosl2", "Lpin2")	false	false
("Batf", "Lpp")	true	true
("Stat3", "Lpp")	true	true
("Batf", "Lpxn")	true	true
("Irf4", "Lpxn")	false	false
("Stat3", "Lpxn")	false	false
("Fosl2", "Lpxn")	false	false
("Batf", "Lrba")	true	true
("Irf4", "Lrba")	false	false
("Batf", "Lrmp")	true	true
("Irf4", "Lrmp")	false	false
("Stat3", "Lrmp")	false	false
("Irf4", "Lrrc59")	false	false
("Irf4", "Lrrfip1")	false	false
("Stat3", "Lrrfip1")	true	true
("Fosl2", "Lrrfip1")	false	false
("Batf", "Lsp1")	false	false
("Irf4", "Lsp1")	true	true
("Rorc", "Lsp1")	false	false
("Stat3", "Lta")	true	true
("Rorc", "Lta")	false	false
("Fosl2", "Lta")	false	false
("Hif1a", "Lta")	false	false
("Stat3", "Ltb")	true	false
("Fosl2", "Ltb")	true	false
("Hif1a", "Ltb")	true	false
("Rorc", "Ly6a")	false	false
("Fosl2", "Ly6a")	false	false
("Rorc", "Ly6c1")	false	false
("Fosl2", "Ly6c1")	false	false
("Rorc", "Maff")	false	false
("Hif1a", "Maff")	true	false
("Irf4", "Map3k1")	false	false
("Stat3", "Map3k1")	false	false
("Hif1a", "Map3k1")	true	false
("Stat3", "Map3k5")	true	true
("Rorc", "Map3k5")	false	false
("Batf", "Map3k8")	false	false
("Irf4", "Map3k8")	false	false
("Stat3", "Map3k8")	false	true
("Irf4", "Map4k4")	false	false
("Rorc", "Map4k4")	false	false
("Batf", "Mapk14")	false	false
("Irf4", "Mapk14")	false	false
("Stat3", "Mapk14")	true	true
("Rorc", "Mapk14")	false	false
("Batf", "Mapkapk2")	false	false
("Batf", "Mapkbp1")	false	false
("Fosl2", "Mapkbp1")	false	false
("Rorc", "Marcks")	false	false
("Batf", "Marcksl1")	false	false
("Hif1a", "Max")	false	false
("Batf", "Mbp")	true	true
("Fosl2", "Me2")	false	false
("Hif1a", "Me2")	true	false
("Batf", "Mgll")	false	false
("Irf4", "Mgll")	true	true
("Stat3", "Mgll")	true	true
("Rorc", "Mgll")	true	false
("Fosl2", "Mgll")	false	false
("Hif1a", "Mllt6")	false	false
("Irf4", "Mmd")	false	false
("Stat3", "Mpzl2")	false	false
("Etv6", "Mpzl2")	false	false
("Batf", "Ms4a4b")	true	true
("Irf4", "Ms4a4b")	true	true
("Fosl2", "Ms4a4b")	false	false
("Rorc", "Ms4a6c")	false	false
("Fosl2", "Ms4a6c")	false	false
("Irf4", "Mtss1")	false	false
("Batf", "Mxi1")	true	true
("Irf4", "Mxi1")	false	false
("Fosl2", "Mxi1")	true	false
("Hif1a", "Mxi1")	true	true
("Irf4", "Myb")	false	false
("Rorc", "Myb")	true	false
("Fosl2", "Myb")	true	true
("Batf", "Myo10")	true	true
("Fosl2", "Myo10")	false	false
("Irf4", "Myo18a")	false	false
("Batf", "Naa20")	false	false
("Hif1a", "Narf")	true	true
("Batf", "Nck2")	true	true
("Batf", "Ncoa1")	true	true
("Irf4", "Ncoa1")	false	false
("Batf", "Ncs1")	false	false
("Irf4", "Ncs1")	false	false
("Stat3", "Ncs1")	true	true
("Fosl2", "Ncs1")	false	false
("Hif1a", "Ncs1")	false	false
("Batf", "Ndrg1")	true	false
("Irf4", "Ndrg1")	false	false
("Fosl2", "Ndrg1")	false	false
("Hif1a", "Ndrg1")	true	true
("Hif1a", "Ndrg2")	true	false
("Rorc", "Ndst1")	true	false
("Fosl2", "Nedd4")	true	false
("Batf", "Nedd9")	false	false
("Fosl2", "Nedd9")	false	false
("Hif1a", "Nefh")	false	false
("Irf4", "Nek6")	false	false
("Fosl2", "Nek6")	true	false
("Fosl2", "Nfat5")	false	false
("Batf", "Nfatc1")	true	true
("Fosl2", "Nfatc1")	true	true
("Nfe2l2", "Nfe2l2")	true	false
("Batf", "Nfil3")	true	true
("Irf4", "Nfil3")	false	false
("Stat3", "Nfil3")	false	false
("Rorc", "Nfil3")	false	false
("Fosl2", "Nfil3")	false	false
("Hif1a", "Nfil3")	true	true
("Batf", "Nfkbia")	false	false
("Rorc", "Nfkbia")	false	false
("Fosl2", "Nfkbia")	false	false
("Stat3", "Nfyb")	true	true
("Hif1a", "Nfyb")	true	true
("Batf", "Nlgn2")	false	false
("Stat3", "Nlgn2")	false	false
("Hif1a", "Nlgn2")	true	true
("Irf4", "Npc2")	false	false
("Stat3", "Npc2")	false	false
("Fosl2", "Npc2")	false	false
("Fosl2", "Nr4a1")	false	false
("Batf", "Nr4a3")	false	false
("Irf4", "Nr4a3")	true	false
("Stat3", "Nr4a3")	false	false
("Fosl2", "Nr4a3")	false	false
("Batf", "Nrf1")	true	true
("Irf4", "Nrip1")	false	false
("Irf4", "Nrp1")	true	false
("Rorc", "Nrp1")	false	false
("Fosl2", "Nrp1")	true	true
("Irf4", "Nsg2")	true	true
("Irf4", "Nt5e")	false	false
("Rorc", "Nt5e")	false	false
("Batf", "Ostf1")	true	true
("Irf4", "Ostf1")	false	false
("Stat3", "Ostf1")	false	false
("Rorc", "Ostf1")	false	false
("Fosl2", "Ostf1")	false	false
("Hif1a", "Ostf1")	true	false
("Hif1a", "P4hb")	true	true
("Batf", "Padi2")	false	true
("Stat3", "Padi2")	false	false
("Fosl2", "Padi2")	false	true
("Hif1a", "Pafah1b3")	true	true
("Hif1a", "Parp6")	false	false
("Rorc", "Parp9")	false	false
("Hif1a", "Parp9")	true	true
("Irf4", "Pbx2")	false	false
("Etv6", "Pbx2")	false	false
("Batf", "Pdcd1")	true	true
("Irf4", "Pdcd1")	false	false
("Rorc", "Pdcd1")	false	false
("Fosl2", "Pdcd1")	true	true
("Batf", "Pdcd1lg2")	false	false
("Irf4", "Pdcd1lg2")	true	true
("Fosl2", "Pdcd1lg2")	false	false
("Batf", "Pde6d")	false	false
("Irf4", "Pde6d")	false	false
("Stat3", "Pde6d")	false	false
("Rorc", "Pde6d")	true	false
("Hif1a", "Pde6d")	true	true
("Batf", "Pde7a")	true	true
("Irf4", "Pde7a")	false	false
("Fosl2", "Pde7a")	false	false
("Batf", "Pdpn")	false	false
("Irf4", "Pdpn")	false	false
("Stat3", "Pdpn")	true	true
("Batf", "Pdxp")	true	true
("Hif1a", "Pdxp")	true	true
("Batf", "Perp")	false	false
("Irf4", "Perp")	false	false
("Stat3", "Perp")	false	false
("Irf4", "Pfkp")	false	false
("Hif1a", "Pfkp")	true	true
("Hif1a", "Pgam1")	true	true
("Irf4", "Pgm2")	true	false
("Stat3", "Pgm2")	false	false
("Hif1a", "Pgm2")	true	true
("Irf4", "Pgrmc1")	true	true
("Etv6", "Pgs1")	true	true
("Irf4", "Phlpp1")	false	false
("Rorc", "Phlpp1")	false	false
("Batf", "Phtf2")	true	true
("Irf4", "Phtf2")	true	true
("Irf4", "Picalm")	true	true
("Hif1a", "Piga")	true	true
("Fosl2", "Pim1")	false	false
("Etv6", "Pim1")	false	false
("Batf", "Pkp3")	true	true
("Irf4", "Pkp3")	false	false
("Stat3", "Pkp3")	false	false
("Fosl2", "Pkp4")	false	false
("Irf4", "Pla2g12a")	false	false
("Stat3", "Pla2g12a")	false	true
("Fosl2", "Pla2g12a")	true	true
("Batf", "Plaur")	true	false
("Stat3", "Plaur")	false	false
("Batf", "Plekha1")	false	false
("Batf", "Plekha2")	true	true
("Irf4", "Plekha2")	false	false
("Hif1a", "Plekha2")	true	true
("Irf4", "Plekho1")	false	false
("Hif1a", "Plod2")	true	true
("Hif1a", "Plod3")	true	true
("Batf", "Plxnc1")	false	false
("Irf4", "Plxnc1")	false	false
("Fosl2", "Plxnc1")	false	false
("Rorc", "Plxnd1")	false	false
("Irf4", "Pmepa1")	false	false
("Stat3", "Pmepa1")	false	false
("Irf4", "Pml")	false	false
("Fosl2", "Pml")	false	false
("Fosl2", "Polr3gl")	true	true
("Batf", "Pou2f2")	true	true
("Irf4", "Pou2f2")	true	false
("Irf4", "Ppme1")	false	false
("Hif1a", "Ppme1")	true	true
("Batf", "Ppp3ca")	false	false
("Irf4", "Ppp3ca")	false	false
("Irf4", "Ppp3cc")	false	false
("Stat3", "Ppp3cc")	false	false
("Rorc", "Ppp3cc")	false	false
("Fosl2", "Ppp3cc")	false	false
("Batf", "Prkca")	false	false
("Irf4", "Prkca")	true	false
("Fosl2", "Prkca")	true	true
("Batf", "Prkch")	true	false
("Stat3", "Prkch")	false	false
("Rorc", "Prkch")	false	false
("Fosl2", "Prkch")	true	false
("Batf", "Prkrir")	false	false
("Irf4", "Prkrir")	false	false
("Stat3", "Prkrir")	false	false
("Rorc", "Prnp")	false	false
("Fosl2", "Prnp")	true	false
("Stat3", "Psme2")	false	false
("Irf4", "Psph")	false	false
("Irf4", "Pstpip1")	false	false
("Stat3", "Pstpip1")	true	true
("Hif1a", "Pstpip1")	false	false
("Batf", "Pten")	false	false
("Irf4", "Pten")	true	true
("Batf", "Ptger2")	false	false
("Irf4", "Ptger4")	false	false
("Stat3", "Ptger4")	false	false
("Fosl2", "Ptger4")	false	false
("Hif1a", "Ptpn1")	false	false
("Batf", "Ptpn2")	true	true
("Irf4", "Ptpn2")	false	false
("Rorc", "Ptpn2")	false	false
("Batf", "Ptprj")	true	false
("Stat3", "Ptprj")	true	true
("Rorc", "Ptprj")	false	false
("Fosl2", "Ptprj")	false	false
("Stat3", "Ptprs")	false	false
("Batf", "Pts")	false	false
("Irf4", "Pvt1")	true	true
("Fosl2", "Pxn")	true	true
("Etv6", "Pxn")	false	false
("Irf4", "Pycr1")	false	false
("Fosl2", "Pycr1")	false	false
("Hif1a", "Pycr1")	true	true
("Irf4", "Qprt")	false	false
("Batf", "Qser1")	true	true
("Irf4", "Qser1")	false	false
("Irf4", "R3hdm1")	false	true
("Fosl2", "R3hdm1")	false	false
("Hif1a", "R3hdm1")	true	true
("Irf4", "Rab4b")	false	false
("Batf", "Rab8b")	true	true
("Batf", "Rabgap1l")	true	true
("Irf4", "Rabgap1l")	false	false
("Irf4", "Rabggta")	false	false
("Fosl2", "Rabggta")	false	false
("Hif1a", "Rabggta")	true	false
("Irf4", "Rad52")	false	false
("Fosl2", "Rad52")	false	false
("Hif1a", "Ralb")	true	true
("Stat3", "Rara")	true	true
("Fosl2", "Rara")	false	false
("Hif1a", "Rara")	false	false
("Etv6", "Rara")	false	true
("Irf4", "Rasgrp1")	false	false
("Irf4", "Rassf1")	false	false
("Stat3", "Rassf1")	false	false
("Hif1a", "Rassf1")	true	true
("Batf", "Rbpj")	true	false
("Irf4", "Rbpj")	true	true
("Stat3", "Rbpj")	true	true
("Fosl2", "Rbpj")	false	false
("Stat3", "Rcan3")	true	true
("Fosl2", "Rcan3")	false	false
("Batf", "Rcl1")	true	true
("Fosl2", "Rcl1")	false	false
("Irf4", "Rcsd1")	false	true
("Irf4", "Rel")	true	false
("Fosl2", "Rel")	false	false
("Hif1a", "Rel")	false	false
("Irf4", "Rgs1")	true	false
("Fosl2", "Rgs1")	false	false
("Hif1a", "Rgs1")	true	true
("Hif1a", "Rgs11")	true	true
("Etv6", "Rgs14")	false	false
("Irf4", "Rgs16")	false	false
("Fosl2", "Rgs16")	true	false
("Fosl2", "Rhoq")	true	false
("Irf4", "Riok3")	false	false
("Irf4", "Ripk2")	true	false
("Stat3", "Ripk2")	true	true
("Hif1a", "Ripk2")	false	false
("Hif1a", "Rnf113a1")	true	true
("Fosl2", "Rnf130")	false	false
("Batf", "Rnf149")	false	false
("Rorc", "Rnf149")	false	false
("Hif1a", "Rnf149")	false	false
("Hif1a", "Rnf181")	true	true
("Batf", "Rnf19b")	true	true
("Irf4", "Rnf19b")	false	false
("Stat3", "Rnf19b")	false	false
("Hif1a", "Rnf19b")	false	true
("Irf4", "Rnh1")	false	false
("Stat3", "Rnh1")	false	false
("Hif1a", "Rnh1")	true	true
("Batf", "Rora")	true	false
("Irf4", "Rora")	false	false
("Stat3", "Rora")	false	false
("Rorc", "Rora")	false	false
("Batf", "Rorc")	true	false
("Irf4", "Rorc")	false	false
("Stat3", "Rorc")	true	true
("Rorc", "Rorc")	true	true
("Batf", "Rpn1")	true	true
("Batf", "Rpp14")	true	true
("Stat3", "Rps6ka3")	true	true
("Batf", "Rrad")	true	false
("Irf4", "Rrad")	false	false
("Hif1a", "Rraga")	true	true
("Batf", "Runx1")	false	false
("Stat3", "Runx1")	false	false
("Rorc", "Runx1")	false	false
("Fosl2", "Runx1")	false	false
("Batf", "Runx2")	false	true
("Irf4", "Runx2")	false	false
("Stat3", "Runx2")	false	false
("Batf", "Rxra")	false	false
("Batf", "S100a6")	true	false
("Irf4", "S100a6")	false	false
("Fosl2", "S100a6")	false	false
("Batf", "S1pr1")	true	true
("Irf4", "S1pr1")	false	false
("Stat3", "S1pr1")	false	false
("Irf4", "Samsn1")	true	true
("Irf4", "Sap30")	true	true
("Hif1a", "Sap30")	true	true
("Fosl2", "Sash3")	false	false
("Hif1a", "Sash3")	true	true
("Batf", "Satb1")	false	true
("Irf4", "Satb1")	false	false
("Stat3", "Satb1")	false	false
("Fosl2", "Satb1")	false	false
("Hif1a", "Sav1")	true	true
("Batf", "Sdc3")	false	false
("Fosl2", "Sdc3")	false	false
("Nfe2l2", "Sdc3")	false	false
("Batf", "Sdcbp2")	true	true
("Irf4", "Sdcbp2")	false	false
("Stat3", "Sdcbp2")	false	false
("Fosl2", "Sdcbp2")	false	false
("Batf", "Sell")	false	false
("Irf4", "Sell")	true	false
("Rorc", "Sell")	false	false
("Fosl2", "Sell")	false	false
("Fosl2", "Sema4d")	false	false
("Batf", "Sema4f")	true	true
("Irf4", "Sema4f")	false	false
("Stat3", "Sema4f")	false	false
("Fosl2", "Sema4f")	false	false
("Batf", "Sema7a")	false	false
("Batf", "Sepw1")	true	true
("Stat3", "Serpinb9")	false	false
("Fosl2", "Serpinb9")	false	false
("Batf", "Serpinc1")	false	false
("Batf", "Serpinf1")	true	true
("Irf4", "Serpinf1")	false	false
("Stat3", "Serpinf1")	false	false
("Fosl2", "Serpinf1")	false	false
("Hif1a", "Serpinf1")	true	true
("Stat3", "Sertad1")	false	false
("Nfe2l2", "Sertad1")	false	false
("Hif1a", "Sertad1")	true	false
("Fosl2", "Sertad3")	true	true
("Hif1a", "Sertad3")	false	true
("Irf4", "Sesn1")	true	true
("Batf", "Sesn3")	false	false
("Stat3", "Sesn3")	true	true
("Fosl2", "Sesn3")	true	false
("Fosl2", "Sf3b3")	true	false
("Batf", "Sfmbt2")	false	false
("Fosl2", "Sh2b1")	false	false
("Hif1a", "Sh2b1")	true	true
("Batf", "Sh2d3c")	false	false
("Irf4", "Sh2d3c")	false	false
("Stat3", "Sh2d3c")	false	false
("Batf", "Sh3bp5")	false	false
("Rorc", "Sh3bp5")	false	false
("Batf", "Sik1")	false	false
("Irf4", "Sirt2")	false	false
("Stat3", "Sirt2")	false	true
("Stat3", "Skap2")	true	true
("Stat3", "Ski")	true	true
("Fosl2", "Ski")	true	true
("Irf4", "Skil")	false	false
("Irf4", "Slamf6")	false	false
("Irf4", "Slamf7")	false	false
("Stat3", "Slamf7")	false	false
("Rorc", "Slamf7")	false	false
("Fosl2", "Slamf7")	true	true
("Hif1a", "Slamf7")	true	true
("Irf4", "Slc1a4")	false	false
("Hif1a", "Slc1a4")	true	true
("Irf4", "Slc25a30")	false	false
("Fosl2", "Slc29a3")	false	false
("Stat3", "Slc2a1")	false	false
("Hif1a", "Slc2a1")	true	true
("Hif1a", "Slc39a1")	false	false
("Rorc", "Slc39a14")	true	true
("Rorc", "Slc39a8")	false	false
("Irf4", "Slc3a2")	false	false
("Batf", "Slc4a8")	true	true
("Irf4", "Slc4a8")	true	true
("Batf", "Slco3a1")	true	true
("Irf4", "Slco3a1")	false	false
("Irf4", "Slfn2")	true	true
("Stat3", "Slfn2")	false	false
("Fosl2", "Slfn2")	false	false
("Fosl2", "Smarca2")	true	true
("Batf", "Smox")	false	false
("Irf4", "Smox")	false	false
("Stat3", "Smox")	false	false
("Fosl2", "Smox")	false	false
("Hif1a", "Smox")	true	true
("Fosl2", "Smyd5")	false	false
("Hif1a", "Socs1")	true	true
("Irf4", "Socs2")	false	false
("Stat3", "Socs2")	false	false
("Stat3", "Socs3")	true	true
("Rorc", "Socs3")	false	false
("Fosl2", "Socs3")	false	false
("Hif1a", "Socs3")	false	false
("Etv6", "Socs3")	false	false
("Batf", "Spata6")	true	true
("Irf4", "Spata6")	false	false
("Fosl2", "Spn")	false	false
("Batf", "Spry1")	true	true
("Stat3", "Spry1")	false	false
("Rorc", "Spry1")	false	false
("Batf", "Sptlc1")	true	true
("Batf", "Sqle")	false	false
("Fosl2", "Sqle")	false	false
("Batf", "Sqstm1")	false	false
("Hif1a", "Sra1")	true	true
("Stat3", "Srgn")	true	false
("Fosl2", "Srgn")	false	false
("Batf", "Srpk2")	true	true
("Hif1a", "Ssbp4")	false	false
("Etv6", "Ssbp4")	false	false
("Batf", "St3gal1")	true	true
("Irf4", "St3gal1")	true	true
("Stat3", "St3gal1")	true	true
("Rorc", "St3gal1")	false	false
("Fosl2", "St3gal1")	false	false
("Fosl2", "Stard10")	true	true
("Batf", "Stat3")	true	true
("Irf4", "Stat3")	false	false
("Stat3", "Stat3")	true	true
("Hif1a", "Stat3")	true	false
("Irf4", "Stat4")	false	false
("Rorc", "Stat4")	false	false
("Batf", "Stat5b")	true	true
("Batf", "Stk39")	true	true
("Irf4", "Stk39")	false	false
("Stat3", "Stk39")	false	false
("Rorc", "Stk39")	false	false
("Batf", "Stra6")	false	false
("Irf4", "Stra6")	false	false
("Fosl2", "Stra6")	false	false
("Hif1a", "Sun1")	true	true
("Irf4", "Surf4")	false	false
("Stat3", "Syt11")	false	false
("Batf", "Sytl3")	true	true
("Irf4", "Tab2")	false	false
("Batf", "Tacc2")	true	true
("Batf", "Tapbp")	false	false
("Irf4", "Tapbp")	false	false
("Stat3", "Tapbp")	false	false
("Etv6", "Tapbp")	true	true
("Hif1a", "Tcf25")	true	false
("Batf", "Tec")	true	true
("Irf4", "Tec")	false	false
("Stat3", "Tec")	false	false
("Rorc", "Tec")	false	false
("Hif1a", "Tec")	true	false
("Fosl2", "Tes")	false	false
("Hif1a", "Tes")	true	true
("Rorc", "Tex2")	true	false
("Hif1a", "Tex2")	false	false
("Hif1a", "Tex261")	false	true
("Irf4", "Tgfbr1")	false	false
("Batf", "Tgm2")	false	false
("Stat3", "Tgm2")	false	false
("Rorc", "Tgm2")	false	false
("Fosl2", "Tgm2")	false	false
("Irf4", "Tgoln1")	false	false
("Batf", "Timd2")	false	false
("Stat3", "Timd2")	false	false
("Rorc", "Timd2")	false	false
("Fosl2", "Timd2")	false	false
("Hif1a", "Timd2")	false	false
("Stat3", "Timp1")	true	true
("Batf", "Tiparp")	true	false
("Irf4", "Tiparp")	false	false
("Stat3", "Tiparp")	false	false
("Rorc", "Tiparp")	false	false
("Fosl2", "Tiparp")	false	false
("Hif1a", "Tiparp")	false	false
("Irf4", "Tlcd1")	false	false
("Batf", "Tle1")	true	true
("Batf", "Tmc6")	false	false
("Stat3", "Tmem173")	false	false
("Fosl2", "Tmem173")	false	false
("Batf", "Tmem176b")	false	false
("Irf4", "Tmem176b")	false	false
("Stat3", "Tmem176b")	false	false
("Irf4", "Tmem19")	true	false
("Irf4", "Tmem71")	false	false
("Fosl2", "Tmem71")	true	false
("Batf", "Tmtc4")	false	false
("Irf4", "Tmtc4")	true	true
("Hif1a", "Tmtc4")	false	true
("Irf4", "Tnf")	false	false
("Rorc", "Tnf")	true	false
("Fosl2", "Tnf")	false	false
("Batf", "Tnfaip8")	false	false
("Rorc", "Tnfrsf18")	false	false
("Hif1a", "Tnfrsf18")	true	true
("Batf", "Tnfrsf25")	true	false
("Stat3", "Tnfrsf25")	true	true
("Rorc", "Tnfrsf25")	true	false
("Irf4", "Tnfsf11")	false	false
("Batf", "Tnfsf4")	false	false
("Irf4", "Tnfsf4")	true	true
("Fosl2", "Tnfsf4")	false	false
("Batf", "Tnfsf8")	true	true
("Irf4", "Tnfsf8")	true	true
("Fosl2", "Tnfsf8")	false	false
("Fosl2", "Tnfsf9")	true	true
("Hif1a", "Tnfsf9")	false	false
("Irf4", "Tnip2")	false	false
("Stat3", "Tnip2")	true	true
("Rorc", "Tnip2")	false	false
("Batf", "Tnk2")	true	true
("Irf4", "Tnk2")	false	false
("Stat3", "Tnk2")	false	false
("Rorc", "Tnk2")	false	false
("Fosl2", "Tnk2")	false	false
("Irf4", "Tox")	true	true
("Rorc", "Tox")	false	false
("Fosl2", "Tox")	true	true
("Hif1a", "Tpd52")	true	true
("Batf", "Trat1")	false	false
("Stat3", "Trib1")	false	false
("Fosl2", "Trib1")	true	false
("Stat3", "Trib2")	false	false
("Rorc", "Trib2")	false	false
("Batf", "Trib3")	false	true
("Irf4", "Trib3")	false	false
("Hif1a", "Trib3")	true	true
("Irf4", "Trim12a")	false	true
("Stat3", "Trim12a")	false	false
("Fosl2", "Trim12a")	false	false
("Etv6", "Trim12a")	false	false
("Irf4", "Trp53i13")	false	false
("Batf", "Trps1")	true	true
("Irf4", "Trps1")	false	false
("Etv6", "Trpv2")	false	false
("Fosl2", "Tsc22d3")	true	true
("Stat3", "Tspan13")	false	false
("Fosl2", "Tspan13")	false	false
("Batf", "Tspan2")	true	true
("Irf4", "Tspan2")	false	false
("Fosl2", "Tspan2")	false	false
("Batf", "Tspan5")	false	false
("Stat3", "Tspan5")	true	true
("Batf", "Tubb6")	false	false
("Stat3", "Tubb6")	false	true
("Hif1a", "Tubb6")	false	false
("Fosl2", "Twsg1")	false	false
("Stat3", "Txk")	false	false
("Rorc", "Txk")	false	false
("Fosl2", "Txk")	true	false
("Hif1a", "Ube2v1")	true	true
("Irf4", "Ubtd1")	false	false
("Stat3", "Ubtd1")	false	false
("Fosl2", "Ubtd1")	false	false
("Hif1a", "Ubtd1")	false	false
("Fosl2", "Ucp2")	false	false
("Irf4", "Usp22")	false	false
("Irf4", "Utrn")	false	true
("Fosl2", "Utrn")	true	true
("Hif1a", "Vamp2")	true	false
("Hif1a", "Vapb")	true	true
("Irf4", "Vav3")	true	false
("Hif1a", "Vdac1")	true	false
("Hif1a", "Vegfb")	false	true
("Batf", "Vim")	true	true
("Hif1a", "Vim")	false	false
("Batf", "Vps37b")	true	true
("Rorc", "Vps37b")	false	false
("Fosl2", "Vps37b")	false	false
("Hif1a", "Vps54")	true	true
("Batf", "Vrk2")	true	false
("Batf", "Wdfy2")	true	true
("Irf4", "Wdfy2")	false	false
("Stat3", "Wdfy2")	false	false
("Rorc", "Wdfy2")	true	true
("Batf", "Wdr1")	false	false
("Irf4", "Wdr1")	false	false
("Stat3", "Wdr1")	false	false
("Batf", "Wdr81")	true	true
("Stat3", "Wdr81")	false	false
("Fosl2", "Wdr81")	false	false
("Hif1a", "Wdr81")	true	true
("Batf", "Wipf1")	false	false
("Hif1a", "Wipf1")	true	false
("Batf", "Wwp1")	true	true
("Irf4", "Wwp1")	false	false
("Stat3", "Wwp1")	false	false
("Fosl2", "Wwp1")	false	false
("Hif1a", "Xpnpep1")	true	true
("Batf", "Ypel3")	false	false
("Batf", "Ypel5")	true	true
("Irf4", "Ypel5")	false	false
("Stat3", "Ypel5")	false	false
("Fosl2", "Ypel5")	true	false
("Batf", "Zbp1")	true	true
("Irf4", "Zbp1")	false	false
("Rorc", "Zbp1")	false	false
("Fosl2", "Zbp1")	false	false
("Batf", "Zeb1")	true	false
("Etv6", "Zfp36")	false	false
("Batf", "Zfp36l1")	false	false
("Irf4", "Zfp36l1")	false	true
("Etv6", "Zfp36l1")	true	true
("Stat3", "Zfp36l2")	false	false
("Etv6", "Zfp36l2")	false	false
("Irf4", "Zfp7")	false	false
("Fosl2", "Znrf1")	true	true
